DevType,JobSatisfaction
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Slightly dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Slightly dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Slightly dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Slightly dissatisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Extremely dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately dissatisfied
Desktop or enterprise applications developer,Slightly dissatisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely dissatisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Slightly dissatisfied
Desktop or enterprise applications developer,Extremely dissatisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately dissatisfied
Desktop or enterprise applications developer,Extremely dissatisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately dissatisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately dissatisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Extremely satisfied
Desktop or enterprise applications developer,Moderately dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Slightly satisfied
Desktop or enterprise applications developer,Moderately satisfied
Desktop or enterprise applications developer,Neither satisfied nor dissatisfied
Desktop or enterprise applications developer,Moderately satisfied
